	index	score_df1	claim_name	ncbi_gene_id_df1	ncbi_gene_id_df2	score_df2	score_ratio	Category	Bipolar Linked Paper	Bipolar Linked?
475	1673	0.0001675743611	ADK	132	132	0.0001842619961	0.9094352862			
2275	892	0.0001675743611	WT1	7490	7490	0.0001842920094	0.9092871776			
2217	847	0.0001675743611	ITGAM	3684	3684	0.0001843021243	0.9092372743			
470	2264	0.0001675743611	ATP6AP1	537	537	0.0001843101689	0.9091975888			
1027	2129	0.0001675743611	MYCN	4613	4613	0.000184363235	0.90893589			
1536	120	0.0001675743611	FYN	2534	2534	0.0001843916823	0.9087956626			
3590	2442	0.0001675743611	TBXT	6862	6862	0.0001844222223	0.9086451678			
1388	394	0.0001675743611	PTPRC	5788	5788	0.0001844511781	0.9085025255			
501	1703	0.0001675743611	NR5A1	2516	2516	0.0001844950804	0.9082863391			
766	1428	0.0001675743611	AQP2	359	359	0.0001845156445	0.908185111			
749	1442	0.0001675743611	PSMB1	5689	5689	0.0001845387899	0.9080712037			
2274	893	0.0001675743611	CDK12	51755	51755	0.0001845678872	0.9079280457			
2020	786	0.0001675743611	MAP4K5	11183	11183	0.0001845948546	0.9077954069			
3128	4229	0.0001675743611	CRYZ	1429	1429	0.0001846161955	0.9076904693			
1624	80	0.0001675743611	TERT	7015	7015	0.0001846296071	0.9076245342			
1084	1811	0.0001675743611	GABBR1	2550	2550	0.0001846538136	0.9075055527			
465	1682	0.0001675743611	CRH	1392	1392	0.0001847028306	0.9072647158			
1553	89	0.0001675743611	VWF	7450	7450	0.0001847178294	0.9071910474			
1468	551	0.0001675743611	BACE1	23621	23621	0.0001847194022	0.9071833231			
925	1946	0.0001675743611	ZFP36L2	678	678	0.0001847264739	0.9071485944			
194	63	0.0005059409975	RAD52	5893	5893	0.0005578052756	0.9070208183			
1380	407	0.0001675743611	SHROOM2	357	357	0.0001848393389	0.9065946789			
1287	440	0.0001675743611	CBL	867	867	0.0001848742836	0.9064233156			
550	1659	0.0001675743611	PSMB2	5690	5690	0.0001849096403	0.9062499976			
2602	3686	0.0001675743611	GPX1P2	2884	2884	0.0001849995355	0.9058096317			
1184	1896	0.0001675743611	SLC22A12	116085	116085	0.0001850539144	0.9055434555			
493	1710	0.0001675743611	TP73	7161	7161	0.0001850620847	0.9055034768			
1086	2213	0.0001675743611	NME1	4830	4830	0.0001850988856	0.9053234469			
2215	922	0.0001675743611	GRIK4	2900	2900	0.0001851378657	0.9051328345			
2139	736	0.0001675743611	FRK	2444	2444	0.0001852084389	0.9047879359			
1462	558	0.0001675743611	EIF4G1	1981	1981	0.0001852296271	0.904684438			
3352	2781	0.0001675743611	UBA2	10054	10054	0.0001852447867	0.9046104028			
1520	568	0.0001675743611	SAE1	10055	10055	0.0001852447867	0.9046104028			
623	1395	0.0001675743611	AQP5	362	362	0.00018525035	0.9045832362			
1031	2131	0.0001675743611	MYOD1	4654	4654	0.0001852739773	0.9044678781			
783	1469	0.0001675743611	TLR9	54106	54106	0.0001853253897	0.9042169633			
2124	753	0.0001675743611	CLK2	1196	1196	0.0001853298307	0.9041952961			
3995	3561	0.0001675743611	ADH6	130	130	0.0001853824563	0.9039386166			
2280	887	0.0001675743611	TFPI	7035	7035	0.0001854366337	0.9036745209			
1823	1149	0.0001675743611	CNR2	1269	1269	0.0001855236055	0.9032508863			
639	1319	0.0001675743611	ACTB	60	60	0.0001855534277	0.9031057158			
3669	2414	0.0001675743611	HEXB	3074	3074	0.0001855560687	0.9030928618			
1049	1917	0.0001675743611	GLUD1P3	2749	2749	0.0001856005395	0.9028764766			
1113	1739	0.0001675743611	AMPD1	270	270	0.0001856236238	0.902764194			
1410	625	0.0001675743611	PSMB5	5693	5693	0.0001856236329	0.9027641495			
2774	3739	0.0001675743611	HMOX2	3163	3163	0.0001856426483	0.9026716797			
1181	1876	0.0001675743611	HSPA8	3312	3312	0.0001856741893	0.9025183399			
1079	1815	0.0001675743611	DAPK3	1613	1613	0.0001856814181	0.902483204			
481	2247	0.0001675743611	IGHMBP2	3508	3508	0.000185726654	0.9022633936			
469	1678	0.0001675743611	CD5	921	921	0.0001857618901	0.9020922484			
919	1950	0.0001675743611	CD68	968	968	0.0001857671495	0.9020667087			
1731	209	0.0001675743611	IFNL3	282617	282617	0.0001857839752	0.9019850122			
1509	563	0.0001675743611	IL17A	3605	3605	0.0001857843414	0.9019832344			
1136	1764	0.0001675743611	SPP1	6696	6696	0.0001858610929	0.9016107596			
3672	2417	0.0001675743611	HSPB2	3316	3316	0.0001858915903	0.901462841			
1808	1096	0.0001675743611	IDO1	3620	3620	0.0001859365576	0.9012448293			
551	2267	0.0001675743611	CRMP1	1400	1400	0.0001859749605	0.9010587269			
1315	491	0.0001675743611	TACR1	6869	6869	0.0001859784354	0.9010418909			
1820	1153	0.0001675743611	ADORA2A	135	135	0.0001860902579	0.9005004506			
883	1931	0.0001675743611	EN1	2019	2019	0.0001861417039	0.9002515698			
1490	560	0.0001675743611	COL9A2	1298	1298	0.0001863072421	0.8994516756			
2070	813	0.0001675743611	FAH	2184	2184	0.000186333252	0.8993261229			
558	2268	0.0001675743611	ADH4	127	127	0.0001863694575	0.8991514134			
1292	481	0.0001675743611	AMH	268	268	0.0001863824813	0.8990885836			
1987	1226	0.0001675743611	MMP9	4318	4318	0.0001863959426	0.8990236527			
2110	692	0.0001675743611	AKT2	208	208	0.0001864632625	0.8986990727			
1244	2200	0.0001675743611	CPT1A	1374	1374	0.000186472539	0.8986543651			
1682	267	0.0001675743611	JAK1	3716	3716	0.0001865002888	0.8985206519			
1329	385	0.0001675743611	DCK	1633	1633	0.0001866289446	0.897901242			
2255	916	0.0001675743611	RPTOR	57521	57521	0.0001866705815	0.8977009651			
2653	3610	0.0001675743611	BMP7	655	655	0.0001866982814	0.8975677755			
3977	3504	0.0001675743611	LINC00251	552859	552859	0.0001866982814	0.8975677755			
3984	3511	0.0001675743611	DOK5	55816	55816	0.0001866982814	0.8975677755			
584	1374	0.0001675743611	AZGP1	563	563	0.0001867504776	0.8973169079			
786	1466	0.0001675743611	POLE	5426	5426	0.0001868353842	0.8969091257			
3427	2658	0.0001675743611	PLAT	5327	5327	0.0001868715568	0.8967355119			
1670	285	0.0001675743611	WBP2NL	164684	164684	0.0001868813128	0.8966886982			
2061	829	0.0001675743611	ENO2	2026	2026	0.0001868998288	0.8965998641			
1395	633	0.0001675743611	AKT3	10000	10000	0.0001869335564	0.8964380948			
2068	816	0.0001675743611	CALCA	796	796	0.0001869672071	0.8962767522			
1666	289	0.0001675743611	GNRHR	2798	2798	0.0001869928843	0.8961536785			
3685	2395	0.0001675743611	PABPC1	26986	26986	0.0001870033075	0.8961037285			
1886	1051	0.0001675743611	ADORA1	134	134	0.0001870117277	0.8960633816			
2093	712	0.0001675743611	AKR1C3	8644	8644	0.0001870323684	0.8959644932			
1219	1843	0.0001675743611	TOP2B	7155	7155	0.0001870669741	0.8957987474			
1640	44	0.0001675743611	RPS6KB1	6198	6198	0.0001870874366	0.8957007703			
593	1365	0.0001675743611	XCR1	2829	2829	0.0001871679253	0.8953155881			
1852	1035	0.0001675743611	MAPK9	5601	5601	0.0001871749015	0.8952822186			
1904	1262	0.0001675743611	CTSB	1508	1508	0.0001872861485	0.8947504258			
2133	727	0.0001675743611	BLK	640	640	0.0001873378427	0.8945035275			
907	1961	0.0001675743611	SLC25A5	292	292	0.0001875137817	0.8936642395			
1726	214	0.0001675743611	SFTPA1	653509	653509	0.0001875351159	0.8935625754			
1838	1129	0.0001675743611	TMPRSS15	5651	5651	0.000187608099	0.8932149626			
1950	1268	0.0001675743611	DYRK1A	1859	1859	0.0001876472967	0.8930283785			
1439	670	0.0001675743611	CD44	960	960	0.0001876942564	0.8928049495			
423	2304	0.0001675743611	POLD1	5424	5424	0.0001877345001	0.8926135636			
1916	1264	0.0001675743611	ROCK2	9475	9475	0.000187892256	0.8918641176			
1673	279	0.0001675743611	SIRT1	23411	23411	0.0001879265872	0.8917011882			
915	1954	0.0001675743611	ARG2	384	384	0.0001879359197	0.8916569084			
1635	68	0.0001675743611	MAP2K2	5605	5605	0.0001879679049	0.8915051813			
969	2108	0.0001675743611	HMGB1	3146	3146	0.000188053144	0.8911010873			
3414	2699	0.0001675743611	FABP1	2168	2168	0.0001880843026	0.8909534648			
3310	2735	0.0001675743611	CYBA	1535	1535	0.0001881402069	0.8906887255			
2298	3950	0.0001675743611	OPN1LW	5956	5956	0.0001882409892	0.8902118601			
3256	4385	0.0001675743611	CSH2	1443	1443	0.0001882462426	0.8901870168			
1872	1088	0.0001675743611	RRM2	6241	6241	0.0001882725986	0.8900624008			
933	2083	0.0001675743611	RRM2B	50484	50484	0.0001882725986	0.8900624008			
2091	714	0.0001675743611	GC	2638	2638	0.0001882899996	0.889980145			
693	1499	0.0001675743611	PTPN22	26191	26191	0.0001883339795	0.8897723159			
3897	3293	0.0001675743611	CLK1	1195	1195	0.0001883436019	0.8897268577			
2095	710	0.0001675743611	NCOA3	8202	8202	0.0001886502415	0.8882806603			
2278	889	0.0001675743611	THBS1	7057	7057	0.000188676142	0.8881587218			
1298	513	0.0001675743611	ANXA1	301	301	0.0001886791704	0.8881444664			
1167	2190	0.0001675743611	KCNE1	3753	3753	0.0001886936377	0.8880763717			
561	2271	0.0001675743611	SEPTIN3	55964	55964	0.0001888165144	0.8874984355			
1970	1196	0.0001675743611	CXCL10	3627	3627	0.000188906951	0.8870735579			
1404	643	0.0001675743611	PRKD3	23683	23683	0.0001890025666	0.8866247911			
652	1306	0.0001675743611	CD69	969	969	0.0001892272262	0.885572148			
1727	213	0.0001675743611	PIK3R5	23533	23533	0.0001892450112	0.8854889228			
1283	445	0.0001675743611	PIK3R3	8503	8503	0.0001892450112	0.8854889228			
1478	539	0.0001675743611	CHI3L2	1117	1117	0.0001893672322	0.8849174126			
1794	1115	0.0001675743611	PTGER4	5734	5734	0.0001894462984	0.8845480884			
4182	3008	0.0001675743611	BPI	671	671	0.0001894776238	0.8844018507			
1248	1862	0.0001675743611	PRDX5	25824	25824	0.0001895405641	0.8841081694			
1480	534	0.0001675743611	CDKN1B	1027	1027	0.0001896652362	0.883527021			
2027	795	0.0001675743611	PTBP1	5725	5725	0.0001896743298	0.8834846616			
1982	1195	0.0001675743611	EPO	2056	2056	0.0001897113249	0.883312376			
360	1580	0.0001675743611	CHEK1	1111	1111	0.0001897499097	0.8831327583			
870	2171	0.0001675743611	GDF15	9518	9518	0.0001897721977	0.8830290375			
1825	1146	0.0001675743611	F2	2147	2147	0.0001899566611	0.8821715444			
1689	261	0.0001675743611	F2R	2149	2149	0.0001900285138	0.8818379819			
407	1539	0.0001675743611	GATA2	2624	2624	0.0001900423067	0.8817739799			
2164	950	0.0001675743611	GLA	2717	2717	0.0001900499479	0.881738527			
3521	2821	0.0001675743611	IVL	3713	3713	0.0001900825504	0.8815872936			
679	1340	0.0001675743611	DPYSL2	1808	1808	0.000190095836	0.8815256802			
492	1711	0.0001675743611	TPM3	7170	7170	0.0001902171935	0.8809632716			
1220	2207	0.0001675743611	RYR1	6261	6261	0.0001902305973	0.8809011985			
1750	186	0.0001675743611	IMPDH2	3615	3615	0.0001902867388	0.8806413005			
1898	1053	0.0001675743611	F8	2157	2157	0.0001903401834	0.8803940297			
1499	593	0.0001675743611	NF1	4763	4763	0.0001903492624	0.8803520382			
1629	76	0.0001675743611	RARG	5916	5916	0.0001906137115	0.8791306763			
4163	3003	0.0001675743611	COX6A1	1337	1337	0.0001906197309	0.8791029154			
1651	49	0.0001675743611	AQP3	360	360	0.0001906553109	0.8789388573			
1317	488	0.0001675743611	NR1H3	10062	10062	0.0001907435334	0.8785323316			
674	1345	0.0001675743611	ALDH3B2	222	222	0.0001907884662	0.8783254273			
1744	195	0.0001675743611	DHCR24	1718	1718	0.0001908075804	0.8782374408			
2222	877	0.0001675743611	SMOX	54498	54498	0.0001908263097	0.8781512432			
1702	328	0.0001675743611	CD40LG	959	959	0.0001908402091	0.8780872853			
1767	245	0.0001675743611	KLF5	688	688	0.0001908741163	0.8779313005			
4217	3217	0.0001675743611	POLR3D	661	661	0.0001908869049	0.8778724829			
3342	2778	0.0001675743611	SMARCA2	6595	6595	0.0001911313925	0.8767495435			
1089	1807	0.0001675743611	MS4A2	2206	2206	0.0001911512823	0.8766583154			
338	1590	0.0001675743611	RARB	5915	5915	0.0001911714529	0.8765658189			
2183	921	0.0001675743611	GAL	51083	51083	0.0001912206705	0.8763402024			
3260	4383	0.0001675743611	CDH18	1016	1016	0.000191276705	0.8760834786			
1633	70	0.0001675743611	CFTR	1080	1080	0.0001912814974	0.876061529			
1047	1919	0.0001675743611	ACP5	54	54	0.000191294507	0.8760019497			
1912	1253	0.0001675743611	DNMT3A	1788	1788	0.0001913105334	0.8759285655			
1628	77	0.0001675743611	BTK	695	695	0.0001913571389	0.875715231			
1471	548	0.0001675743611	EFNA4	1945	1945	0.0001913724195	0.8756453076			
1163	1892	0.0001675743611	BRDT	676	676	0.0001914073639	0.875485445			
3496	2939	0.0001675743611	CNTFR	1271	1271	0.0001914433292	0.8753209726			
1279	449	0.0001675743611	GART	2618	2618	0.0001914740604	0.8751804856			
2182	967	0.0001675743611	CES1	1066	1066	0.0001914765707	0.8751690115			
3752	2621	0.0001675743611	SCNN1G	6340	6340	0.0001915345132	0.8749042577			
464	1683	0.0001675743611	HPSE	10855	10855	0.0001915805866	0.8746938515			
646	1312	0.0001675743611	BDKRB2	624	624	0.000191597005	0.8746188965			
1769	241	0.0001675743611	CDKN2A	1029	1029	0.000191699698	0.8741503658			
1803	1102	0.0001675743611	JAK3	3718	3718	0.0001917670052	0.8738435529			
2055	836	0.0001675743611	GJA1	2697	2697	0.0001919286487	0.8731075963			
431	1569	0.0001675743611	APBA2	321	321	0.0001919481787	0.8730187607			
2242	854	0.0001675743611	LDLR	3949	3949	0.0001920231201	0.8726780453			
1398	636	0.0001675743611	PIK3R1	5295	5295	0.0001924502677	0.8707411174			
1580	149	0.0001675743611	KCNQ1	3784	3784	0.0001924543859	0.870722485			
1861	1024	0.0001675743611	DPP4	1803	1803	0.0001925187125	0.8704315487			
542	1667	0.0001675743611	MBNL1	4154	4154	0.0001925296764	0.8703819811			
1518	572	0.0001675743611	ATR	545	545	0.000192628745	0.869934345			
1326	370	0.0001675743611	PRKAA1	5562	5562	0.0001926605326	0.8697908122			
2131	745	0.0001675743611	ACP1	52	52	0.0001926683616	0.8697554687			
1926	1283	0.0001675743611	CASP2	835	835	0.0001928600424	0.8688910313			
3657	2364	0.0001675743611	HSD3B2	3284	3284	0.0001929411621	0.8685257167			
1307	500	0.0001675743611	PIK3R2	5296	5296	0.0001929892354	0.8683093686			
1481	533	0.0001675743611	SLCO2B1	11309	11309	0.0001930954913	0.8678315586			
3848	3370	0.0001675743611	PGM1	5236	5236	0.000193107641	0.8677769571			
1323	435	0.0001675743611	ANK2	287	287	0.0001931128058	0.8677537486			
668	1351	0.0001675743611	ASS1P2	447	447	0.0001931680711	0.8675054844			
2250	883	0.0001675743611	STS	412	412	0.0001931747972	0.8674752792			
1756	239	0.0001675743611	DPH1	1801	1801	0.0001931946037	0.8673863446			
1288	439	0.0001675743611	APBB2	323	323	0.0001932123123	0.8673068456			
1713	314	0.0001675743611	INSR	3643	3643	0.0001933427353	0.8667217874			
1498	595	0.0001675743611	STK11	6794	6794	0.000193359784	0.8666453679			
1996	1216	0.0001675743611	ERBB4	2066	2066	0.0001933818207	0.8665466098			
1342	367	0.0001675743611	APBB1	322	322	0.0001935039248	0.8659998048			
3476	2957	0.0001675743611	PNPLA3	80339	80339	0.0001935142589	0.8659535587			
399	1549	0.0001675743611	GSTA1	2938	2938	0.0001935802939	0.8656581604			
1035	2052	0.0001675743611	S1PR4	8698	8698	0.0001935883144	0.8656222957			
1295	516	0.0001675743611	LCK	3932	3932	0.0001936794054	0.8652151776			
2099	703	0.0001675743611	NTRK3	4916	4916	0.0001937420689	0.8649353342			
557	1653	0.0001675743611	MAP4K4	9448	9448	0.000193755313	0.8648762118			
332	1592	0.0001675743611	NR4A1	3164	3164	0.000193788245	0.8647292365			
1757	256	0.0001675743611	RRM1	6240	6240	0.0001939978067	0.8637951322			
3629	2372	0.0001675743611	ASPH	444	444	0.0001941274924	0.8632180795			
1280	448	0.0001675743611	CDK4	1019	1019	0.000194158298	0.863081119			
799	1453	0.0001675743611	ARID1A	8289	8289	0.0001942804603	0.8625384194			
3889	3395	0.0001675743611	CARS1	833	833	0.0001944198427	0.861920053			
1305	503	0.0001675743611	MYO9B	4650	4650	0.0001945169408	0.8614898037			
1665	290	0.0001675743611	KDM4C	23081	23081	0.0001946061348	0.8610949563			
719	1506	0.0001675743611	ATP6V1E1	529	529	0.0001946828939	0.8607554459			
1917	1244	0.0001675743611	VHL	7428	7428	0.0001947214611	0.8605849617			
644	1314	0.0001675743611	CYP27B1	1594	1594	0.0001947641158	0.8603964876			
876	1937	0.0001675743611	ARRB1	408	408	0.0001948259333	0.8601234871			
2094	711	0.0001675743611	BCL2L1	598	598	0.0001948507015	0.8600141537			
2128	749	0.0001675743611	TSG101	7251	7251	0.0001949192254	0.8597118155			
1038	2050	0.0001675743611	CCL17	6361	6361	0.0001949314807	0.8596577657			
1321	484	0.0001675743611	EPHB3	2049	2049	0.0001952228094	0.8583749083			
1941	1280	0.0001675743611	IMPDH1	3614	3614	0.0001952844711	0.8581038738			
2024	1010	0.0001675743611	GLCCI1	113263	113263	0.0001952917764	0.8580717747			
1574	155	0.0001675743611	SLCO1B3	28234	28234	0.0001953443468	0.8578408531			
2026	794	0.0001675743611	CDK9	1025	1025	0.0001954280079	0.8574736185			
1659	298	0.0001675743611	AQP8	343	343	0.0001955325815	0.8570150294			
1733	206	0.0001675743611	DHFR	1719	1719	0.0001957019187	0.8562734706			
2083	760	0.0001675743611	GSK3B	2932	2932	0.0001957019396	0.8562733792			
1968	1178	0.0001675743611	AURKA	6790	6790	0.0001958285669	0.8557196931			
589	1369	0.0001675743611	DPT	1805	1805	0.0001959802035	0.8550575932			
612	1407	0.0001675743611	BCKDHB	594	594	0.0001959915753	0.855007981			
450	1696	0.0001675743611	IL10	3586	3586	0.0001961246283	0.8544279347			
1451	655	0.0001675743611	ERBB3	2065	2065	0.0001962649735	0.8538169501			
699	1493	0.0001675743611	ETFB	2109	2109	0.0001963017976	0.8536567832			
3333	2798	0.0001675743611	PAEP	5047	5047	0.0001963097028	0.8536224074			
2107	695	0.0001675743611	SERPINC1	462	462	0.000196335035	0.8535122684			
2200	968	0.0001675743611	CCR5	1234	1234	0.00019633742	0.8535019007			
1037	2051	0.0001675743611	P4HB	5034	5034	0.0001964786364	0.8528884573			
560	2269	0.0001675743611	NPY1R	4886	4886	0.0001965228512	0.8526965699			
357	1600	0.0001675743611	AMHR2	269	269	0.0001965686519	0.8524978908			
2232	865	0.0001675743611	NPY	4852	4852	0.000196703606	0.8519130104			
1345	362	0.0001675743611	ANK3	288	288	0.0001967342984	0.8517801038			
733	2322	0.0001675743611	CYP7B1	9420	9420	0.0001967401365	0.851754828			
648	1310	0.0001675743611	EFNB2	1948	1948	0.0001968366053	0.8513373867			
1786	222	0.0001675743611	PTAFR	5724	5724	0.0001969045041	0.8510438188			
476	1698	0.0001675743611	IL18	3606	3606	0.000196907963	0.8510288693			
1297	514	0.0001675743611	ALOX5	240	240	0.0001970201341	0.8505443462			
537	2274	0.0001675743611	ASS1P5	450	450	0.00019702377	0.8505286499			
3725	2587	0.0001675743611	HKDC1	80201	80201	0.0001970592986	0.850375305			
1494	599	0.0001675743611	SLC12A1	6557	6557	0.0001970722645	0.8503193566			
1778	231	0.0001675743611	NOS2	4843	4843	0.000197332343	0.8491986593			
691	1503	0.0001675743611	EIF4E	1977	1977	0.0001973426741	0.8491542028			
767	1427	0.0001675743611	FASLG	356	356	0.0001975634419	0.8482053132			
1732	208	0.0001675743611	KEAP1	9817	9817	0.0001975920536	0.8480824915			
4077	3473	0.0001675743611	CDH17	1015	1015	0.0001977478795	0.8474142			
1641	59	0.0001675743611	EDN1	1906	1906	0.0001978643487	0.8469153855			
680	1339	0.0001675743611	ABCD2	225	225	0.0001980002958	0.8463338929			
2079	804	0.0001675743611	PDGFRA	5156	5156	0.0001981021137	0.8458989053			
611	1408	0.0001675743611	BCKDHA	593	593	0.0001981205553	0.8458201667			
1909	1257	0.0001675743611	ROS1	6098	6098	0.0001982699297	0.8451829349			
1622	41	0.0001675743611	CSF1R	1436	1436	0.0001982961808	0.845071047			
2491	4049	0.0001675743611	STOM	2040	2040	0.0001983132693	0.8449982277			
351	1585	0.0001675743611	EPHB1	2047	2047	0.0001984913607	0.8442400745			
1513	578	0.0001675743611	CACNA1G	8913	8913	0.000198593743	0.8438048377			
1235	2198	0.0001675743611	CACNA1I	8911	8911	0.000198593743	0.8438048377			
3313	2738	0.0001675743611	MCOLN3	55283	55283	0.0001986248361	0.843672747			
2269	899	0.0001675743611	CTLA4	1493	1493	0.0001986297152	0.8436520234			
552	1658	0.0001675743611	PIN1	5300	5300	0.0001986987071	0.8433590914			
739	2324	0.0001675743611	CHKB	1120	1120	0.0001987937754	0.8429557756			
429	1571	0.0001675743611	PTPN7	5778	5778	0.0001987943905	0.8429531675			
2087	721	0.0001675743611	TRPA1	8989	8989	0.0001988535264	0.8427024862			
1632	71	0.0001675743611	PTK2B	2185	2185	0.0001989451237	0.8423144937			
3504	2838	0.0001675743611	C1QBP	708	708	0.0001989856221	0.842143062			
2205	982	0.0001675743611	NOS3	4846	4846	0.0001990808972	0.8417400336			
600	1392	0.0001675743611	IFNA1	3439	3439	0.0001990867051	0.8417154779			
878	1936	0.0001675743611	ARRB2	409	409	0.0001991508045	0.8414445603			
723	1525	0.0001675743611	BAAT	570	570	0.000199380074	0.8404769733			
740	1509	0.0001675743611	PDE4C	5143	5143	0.0001995127317	0.839918133			
1708	321	0.0001675743611	PDE4A	5141	5141	0.0001995127317	0.839918133			
1383	404	0.0001675743611	AURKB	9212	9212	0.0001995860471	0.8396095997			
